initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
44,614,3,1,5,-224220.71881479028,0.09,25790.91,-211274.9795180514
54,584,1,1,1,218982.16824798257,0.24,16103.67,233244.3350491699
44,345,3,1,3,-107526.58893850211,0.29,88765.53,-107526.58893850211
38,621,2,1,3,148160.34849370032,0.2,33249.79,168977.51499946672
49,558,2,1,5,45658.770408501085,0.04,43859.83,45658.770408501085
56,618,1,1,1,-92343.93778493744,0.09,48946.61,-88611.53300173343
51,668,1,1,1,151773.3942140784,0.09,78250.33,151773.3942140784
55,298,1,1,1,-21845.058916353268,0.1,37390.76,-11049.337574509604
54,576,2,1,4,-36041.12533766768,0.25,76030.01,-36041.12533766768
40,583,2,1,3,72133.23196056555,0.21,83212.78,72133.23196056555
50,551,1,1,1,23832.28234769031,0.2,23623.32,58185.67617232702
46,294,1,1,1,197588.4808954041,0.34,48051.75,223588.4808954041
59,551,1,1,1,248067.1638132445,0.31,220824.01,248067.1638132445
37,590,2,1,5,-38851.156907001845,0.26,72880.52,-38851.156907001845
55,565,3,1,2,-210285.23703476763,0.06,38994.36,-210285.23703476763
45,533,2,1,5,141157.19239114228,0.16,83552.4,141157.19239114228
52,555,1,1,1,-84753.93821087199,0.11,55897.76,-71677.89638701019
38,318,3,1,5,1653.6684952497828,0.17,250987.74,1653.6684952497828
46,319,1,1,1,265922.5991684385,0.01,58358.17,267267.7574968581
39,362,1,1,1,-188446.6184332517,0.26,81680.3,-188446.6184332517
45,389,2,1,3,64583.83669487765,0.26,60002.12,64583.83669487765
41,389,3,1,5,-28458.347999475933,0.11,51620.44,-28458.347999475933
45,349,3,1,3,-34810.421291774066,0.19,51835.49,-34810.421291774066
42,332,1,1,1,74085.73550674254,0.25,23694.75,155910.86088235048
48,351,1,1,1,25020.899641232445,0.14,76412.59,25020.899641232445
37,360,1,1,1,158040.95045620322,0.15,86529.15,158040.95045620322
49,298,1,1,1,54573.24969019739,0.02,26300.48,58921.71320966379
40,336,3,1,3,-203581.7415927909,0.26,62099.43,-203581.7415927909
44,438,2,4,3,-210553.01082387453,0.12,48110.37,-210553.01082387453
62,235,3,4,3,26849.847901696223,0.34,34136.5,26849.847901696223
36,308,1,1,1,90338.6416946196,0.01,191238.09,90338.6416946196
45,283,1,1,1,118676.10385404355,0.32,21931.2,188371.52682331819
45,635,1,1,1,166581.37358254072,0.26,133759.88,166581.37358254072
41,338,1,1,1,-179457.47386050338,0.11,105936.04,-179457.47386050338
44,312,1,1,1,622016.797658886,0.08,18629.66,642797.135601973
48,300,3,1,5,-11589.039721821351,0,90548.51,-11589.039721821351
50,566,1,1,1,101154.96548542612,0.28,10622.66,122781.6543430169
59,551,1,1,1,-146891.8319003947,0.24,56300.61,-146891.8319003947
56,563,1,1,1,405840.66284394026,0.27,46864.43,411840.66284394026
56,581,3,1,5,97128.64020558396,0.3,48033.43,97128.64020558396
46,300,1,1,1,91043.876525738,0.3,19555.51,152610.72399366845
58,551,3,1,3,-73040.82850319143,0.04,126539.06,-73040.82850319143
36,586,1,1,1,194553.85748426715,0.13,34950.36,296769.90594318527
46,300,1,1,1,244130.49966112955,0.24,147156.12,244130.49966112955
42,635,3,1,3,-18611.01906262068,0.28,60185.82,-18611.01906262068
40,563,1,1,1,-87225.95677205171,0.31,55542.08,-49225.95677205171
58,551,3,1,3,172444.06080746214,0.25,26652.65,174245.47629077453
37,667,2,1,5,336739.9608254319,0.12,6936.69,356926.90303541324
40,527,2,1,5,336552.96422874683,0.04,152993.85,336552.96422874683
38,619,3,1,5,126280.44225814342,0.03,10717.71,133541.23641334803
59,640,3,3,4,-145177.30375939616,0.03,77562.79,-145177.30375939616
52,336,1,1,1,129157.50817660998,0.32,133694.07,129157.50817660998
59,584,1,1,1,-73787.2096387122,0.15,127733.02,-73787.2096387122
45,571,2,1,3,545672.7914477362,0.05,227043.13,545672.7914477362
44,298,1,1,1,69677.14541279184,0.17,70418.02,84677.14541279184
37,328,2,1,3,-13420.54819870002,0.27,103030.36,-13420.54819870002
48,630,1,1,1,-221364.20193793304,0.13,62510.11,-210364.20193793304
49,541,2,1,5,34860.61848638784,0.03,117400.14,34860.61848638784
58,541,2,1,3,-40152.45813079332,0.06,63799.37,-40152.45813079332
50,592,1,1,1,-82463.68624326127,0.19,182450.37,-82463.68624326127
52,316,1,1,1,-239492.72185586003,0.2,141930.03,-239492.72185586003
60,625,1,1,1,53384.31226214366,0.11,41569.52,53384.31226214366
45,272,1,3,1,-195916.85242553183,0.15,13690.61,-169819.794147974
45,630,2,1,3,-100658.6594833358,0.28,111069.7,-100658.6594833358
46,630,3,1,3,35700.35901360014,0.32,146461.59,35700.35901360014
39,298,1,1,1,39957.15313734232,0.21,38785.44,139957.1531373423
56,536,2,1,5,99460.5462828954,0.23,119436.75,99460.5462828954
37,589,2,1,5,181285.1849202351,0.01,89296.5,181285.1849202351
39,591,1,1,1,-35569.10669391977,0.2,52436.25,4430.89330608023
35,591,1,1,1,64000.65731249383,0.07,108722.94,64000.65731249383
35,303,1,1,1,31738.34603299433,0.32,36663.87,151738.34603299433
38,303,1,1,1,63638.13610055669,0.15,103105.01,63638.13610055669
49,560,1,1,1,97529.42377673896,0.27,101169.53,97529.42377673896
37,303,1,1,1,210054.54214355373,0.12,93587.15,210054.54214355373
36,303,1,1,1,117155.50393979425,0.2,48779.24,163155.50393979426
55,632,1,1,1,136790.40927683536,0.12,40097.06,150682.93308925914
57,525,2,1,2,-35578.94503088867,0.21,68623.97,-35578.94503088867
59,520,1,1,1,87463.31203916897,0.19,67331.9,87463.31203916897
42,294,2,1,3,729775.655901198,0.17,53688.88,729775.655901198
48,303,1,1,1,-94959.87484692788,0.27,117664.57,-94959.87484692788
62,536,1,1,1,11905.048517618328,0.17,37926.26,11905.048517618328
53,334,2,1,3,-90946.06959089098,0.06,133524.56,-90946.06959089098
37,320,3,1,5,111837.06484147372,0.2,81009.73,111837.06484147372
60,632,1,1,1,200948.13941101695,0.13,120870.72,200948.13941101695
52,318,1,1,1,45795.70958143499,0.33,32734.05,80795.70958143499
63,623,1,1,1,572180.2466902361,0.05,58962.68,572180.2466902361
53,591,1,1,1,10316.296985180405,0.33,155832.13,10316.296985180405
52,565,1,1,1,468493.3001157725,0.26,39301.38,503493.3001157725
42,283,1,4,1,380677.4460377997,0.09,44491.01,407009.6947451389
62,585,2,1,3,41395.711963269554,0.25,249513.1,41395.711963269554
59,585,3,1,3,60214.83444623379,0.06,54314.61,60214.83444623379
51,545,2,1,3,-57409.66046349807,0.08,50270.84,-57409.66046349807
52,545,2,1,3,95487.77144020992,0.04,6736.1,96943.73589893265
55,585,1,1,1,124426.43184689978,0.34,292289.63,124426.43184689978
43,621,2,1,5,181982.60440947532,0.03,9990.13,186547.82221734518
49,582,1,1,1,45702.021019339554,0.12,79501.98,45702.021019339554
50,513,2,1,5,-50258.32800890132,0.12,45583.89,-50258.32800890132
50,526,1,1,1,-57447.7448987477,0.17,112879.44,-57447.7448987477
60,497,3,1,2,52824.143774658165,0.18,89915.41,52824.143774658165
35,565,3,1,5,23471.558806988804,0.13,52081.23,23471.558806988804
53,526,1,1,1,-178732.92058838872,0.3,189762.03,-178732.92058838872
54,526,2,1,3,-112107.77071225812,0.22,105142.69,-112107.77071225812
52,526,3,1,3,-5750.38049385899,0.13,68418.74,-5750.38049385899
59,535,1,1,1,64804.25258207688,0.2,90126.27,64804.25258207688
61,529,2,1,5,74719.34282133999,0.25,133424.95,74719.34282133999
56,285,1,1,1,-17632.452734068713,0.15,112992.2,-17632.452734068713
53,526,1,1,1,107940.65341928076,0.23,118339.51,107940.65341928076
59,535,1,1,1,464688.1303274316,0.11,5400.16,464688.1303274316
46,329,1,1,1,30179.743256656428,0.19,143684.85,30179.743256656428
52,280,1,1,1,-11423.378032555824,0.28,38210.44,23576.621967444175
57,535,1,1,1,234713.43622523535,0.17,96534.69,234713.43622523535
60,497,1,1,1,-106125.05172973304,0.14,107554.73,-106125.05172973304
62,565,1,1,1,7019.163841783861,0.13,41413.09,7019.163841783861
56,551,1,1,1,-111674.68072554296,0.12,265288.23,-111674.68072554296
50,595,2,1,3,208254.33517584112,0.28,48321.99,208254.33517584112
45,300,3,1,3,82972.09656312765,0.29,80935.73,82972.09656312765
35,619,3,1,5,74087.83779592747,0.23,85609.61,74087.83779592747
36,586,2,1,5,215039.5812249037,0.16,119622.63,215039.5812249037
36,619,3,1,5,62778.6420559893,0.14,24507.32,97459.89982018486
47,317,1,1,1,258168.86678637256,0.04,85092.12,258168.86678637256
43,357,1,1,1,37781.63326403281,0.32,93856.65,37781.63326403281
60,595,3,1,3,-65704.17126997186,0.24,90204.36,-65704.17126997186
47,566,1,1,1,-32665.253430284563,0.08,55814.33,-14104.725448174748
54,566,1,1,1,52971.147785447545,0.09,59478.21,56921.900092480886
40,338,1,1,1,-73364.12023932744,0.22,72741.59,-73364.12023932744
40,357,1,1,1,-129675.3283071816,0.32,89859.03,-129675.3283071816
61,595,3,1,5,-210520.03612602773,0.07,94030.48,-210520.03612602773
53,598,1,1,1,21004.88725700976,0.28,25001.12,50675.898372105716
46,598,1,1,1,-254535.87265610715,0.18,31493.92,-193903.44041247142
57,584,1,1,1,-49617.6221855358,0.34,50393.34,-45617.6221855358
50,630,1,1,1,50822.5712448964,0.32,46264.42,68822.57124489639
47,298,1,1,1,-100513.72435887842,0.04,32154.04,-87148.07168603709
61,528,2,1,3,112804.36844643028,0.05,37627.3,112804.36844643028
50,648,1,1,1,563133.1352741452,0.19,57583.3,572133.1352741452
58,311,1,1,1,-143206.06488301384,0.28,94529.53,-143206.06488301384
40,298,1,1,1,328727.0859048665,0.17,34730.29,420463.7335097254
40,560,1,1,1,87852.1180752149,0.02,85260.15,87852.1180752149
62,625,3,1,3,63142.62627011444,0.18,25276.36,63142.62627011444
53,542,2,1,3,10505.125153477284,0.09,33161.94,13208.224796659166
43,613,2,1,5,8252.033622234618,0.27,138753.61,8252.033622234618
36,298,1,1,1,182794.79654828785,0.01,113204.06,182794.79654828785
62,588,2,1,3,84237.04900062847,0.06,105839.65,84237.04900062847
58,336,2,1,3,483259.8944076534,0.34,12054.2,486029.9647970672
45,336,3,1,3,151207.5278355615,0.23,21665.26,175685.12545540993
46,354,3,1,3,-56416.77858523941,0.28,132841.33,-56416.77858523941
39,315,3,1,4,13674.776990161345,0.13,68246.97,13674.776990161345
59,525,2,1,5,102107.7084391062,0.15,78224.44,102107.7084391062
57,618,1,1,1,-105667.03821099782,0.07,89572.73,-105667.03821099782
47,377,2,4,5,54531.8443787358,0.21,74473.28,54531.8443787358
52,545,2,1,3,-123562.06506080182,0.2,103773.7,-123562.06506080182
59,590,2,1,5,126525.92343377307,0.12,26223.08,126525.92343377307
60,590,3,1,3,5957.1595023655855,0.05,69986.63,5957.1595023655855
54,545,2,1,2,121421.68071611071,0.09,139972.25,121421.68071611071
51,301,1,1,1,-187309.8237690617,0.05,83711.97,-187309.8237690617
57,298,1,1,1,277444.7993295672,0.19,71679.82,277444.7993295672
63,623,1,1,1,538557.3107370156,0.18,160459.97,538557.3107370156
52,315,1,1,1,95588.37019719672,0.01,44743.65,96555.47526026778
54,560,1,1,1,78930.61507982014,0.11,98767.71,78930.61507982014
54,545,2,1,3,17248.57272940225,0.09,105236.06,17248.57272940225
55,585,1,1,1,43728.39072214066,0.18,60070.02,47728.39072214066
54,560,3,1,3,-15218.218994080968,0.04,62778.96,-15218.218994080968
36,660,2,1,3,13125.774872081423,0.16,695.61,16018.88462996708
55,295,2,1,3,-76993.86068097924,0.18,78195.32,-76993.86068097924
43,320,1,1,1,-48321.41731981804,0.13,163976.83,-48321.41731981804
36,311,2,1,3,167587.30079867845,0.07,67077.27,167587.30079867845
50,323,1,2,1,453778.6405233658,0.11,65126.24,462747.0347266928
50,526,3,1,3,2565.46574026228,0.34,98073.11,2565.46574026228
47,505,2,1,5,60650.71690178664,0.07,28796.89,64840.27536564705
58,535,3,1,2,-246623.8778048337,0.13,99252.61,-246623.8778048337
43,301,1,1,1,153983.65033732352,0.24,89347.3,153983.65033732352
46,294,3,1,3,139443.66956696723,0.25,100815.13,139443.66956696723
63,527,2,1,3,54300.08283119305,0.15,71995.47,54300.08283119305
47,551,3,1,3,-6216.445810162889,0.08,43684.29,-6216.445810162889
57,551,2,1,3,254920.53313064188,0.22,102499.91,254920.53313064188
35,597,3,1,3,442804.8986484791,0.03,75209.1,442804.8986484791
48,551,1,1,1,392577.68450931535,0.15,12961.21,410671.24709029595
60,497,1,1,1,54607.25282790605,0.19,31641.05,54607.25282790605
56,285,3,1,1,-14703.228418930172,0.02,98387.59,-14703.228418930172
55,519,2,1,3,19415.02671008683,0.05,178507.41,19415.02671008683
58,548,2,1,3,-134175.2703631278,0.23,208563.71,-134175.2703631278
46,280,1,3,1,35749.856255071456,0.05,44300.74,45961.19587832379
38,323,1,4,1,-40613.16411481178,0.15,23989.98,39044.66219431277
36,294,1,1,1,24515.405853516128,0.09,156450.44,24515.405853516128
39,380,1,3,1,47658.84867461299,0.08,32934.53,102943.51824898954
44,309,2,3,3,353360.87854401337,0.34,178479.4,353360.87854401337
37,331,1,4,1,-169237.73271348627,0.06,103569.45,-169237.73271348627
44,366,1,1,1,176896.8915196167,0.26,43872.01,206896.8915196167
47,392,2,1,3,270390.1180475049,0.02,74071.17,270390.1180475049
41,392,3,1,3,9299.228861609892,0.24,39123.77,9299.228861609892
58,390,1,4,1,45591.31145562097,0.12,90625.16,45591.31145562097
36,366,1,1,1,225466.15738152052,0.22,79698.63,225466.15738152052
55,330,3,1,3,-107750.55531034849,0.33,2930.71,-104958.17762052912
41,340,1,1,1,-51289.796595010885,0.1,72120.18,-51289.796595010885
37,470,1,4,1,138583.8540347869,0.17,16506.06,206634.04498424352
44,377,3,1,5,-54852.4465489414,0.23,31450.8,-39874.61730051851
41,383,1,1,1,259555.01984006088,0.26,29426.29,349555.01984006085
37,349,3,1,3,149726.3035434249,0.21,82138.26,149726.3035434249
51,354,3,1,3,-228274.00193708725,0.23,69241.89,-228274.00193708725
54,323,1,1,1,-311499.9186549185,0.11,45718.4,-304076.6854069307
39,347,1,1,1,153921.32941914216,0.15,92821.17,153921.32941914216
50,352,1,1,1,271149.4516694433,0.31,87197.77,271149.4516694433
48,393,1,1,1,7782.070209947416,0.18,53959.83,29782.070209947415
44,383,1,1,1,71749.57398294327,0.23,85821.72,71749.57398294327
57,365,1,1,1,-107793.56156517378,0.3,219517.09,-107793.56156517378
38,345,2,1,5,178285.00358864656,0.17,60955.88,178285.00358864656
47,353,1,1,1,70692.25880474529,0.29,96058.08,70692.25880474529
43,385,1,1,1,202133.76488699517,0.14,73839.8,202133.76488699517
40,387,1,1,1,130949.60973499896,0.31,7117.9,173869.3237573388
55,355,1,1,1,254455.46083004752,0.17,45344.19,262455.4608300475
49,381,2,1,3,136491.5162589471,0.27,149945.18,136491.5162589471
49,355,1,1,1,15672.710671709106,0.08,91704.93,15672.710671709106
38,359,1,1,1,115280.3893227722,0.14,43368.19,156242.46756853667
45,349,1,1,1,127321.96323059646,0.04,82290.52,127321.96323059646
38,364,1,1,1,136935.11090531354,0.31,117830.19,136935.11090531354
50,351,1,1,1,3981.502776909448,0.25,77227.66,3981.502776909448
57,342,1,1,1,26461.1672896744,0.32,31025.51,36461.1672896744
47,351,1,1,1,329029.35267891554,0,149274.51,329029.35267891554
60,363,1,1,1,546775.1354217461,0.14,47922.16,546775.1354217461
45,406,3,1,3,142829.42889727818,0.04,81829.83,142829.42889727818
45,353,1,2,1,-62479.77273575513,0.3,49372.32,-34479.77273575513
50,368,1,1,1,70130.43321292775,0.25,104407.35,70130.43321292775
35,363,1,1,1,121858.98453532906,0.12,111943.94,121858.98453532906
44,351,1,1,1,-34269.08563182085,0.16,46516.25,-4269.085631820853
53,326,3,1,3,-95650.66041932465,0.18,44236.1,-95650.66041932465
45,342,3,1,5,-58151.37066238372,0.03,30015.22,-55862.76863353703
47,342,3,1,5,73167.68904730013,0.32,108517.02,73167.68904730013
51,342,1,1,1,103473.77682162126,0.23,140913.3,103473.77682162126
48,313,2,1,3,325944.7438509856,0.29,66047.89,325944.7438509856
39,336,1,1,1,32947.03602397814,0.19,27203.17,125528.33923089891
39,301,3,1,3,68884.92995808278,0.23,75396.84,68884.92995808278
61,312,1,1,1,52594.80594111204,0.27,63314.15,52594.80594111204
49,333,1,1,1,413294.60493943153,0.12,69900.21,423294.60493943153
39,310,1,1,1,466038.8736118163,0.13,90484.06,466038.8736118163
48,326,1,1,1,56970.29348413251,0.33,31883.62,111970.2934841325
58,291,1,1,1,194975.77976889783,0.11,56077.44,195809.62289930755
53,298,1,1,1,236185.13613733303,0.33,71259.22,236185.13613733303
49,298,1,1,1,-160974.6896541478,0.03,43575.95,-156651.83861338143
36,313,1,1,1,120968.24503607852,0.22,172050.67,120968.24503607852
48,311,3,1,3,90365.4272606896,0.32,84506.82,90365.4272606896
37,296,1,1,1,352804.2595142417,0.23,40118.33,462804.2595142417
57,309,1,1,1,12385.716317283051,0.06,10331.75,13242.121971067414
52,308,1,1,1,22649.4667151906,0.07,40306.82,37895.56911676341
46,298,1,1,1,53705.83814490216,0.04,14855.03,60554.01975286637
49,288,2,1,3,212195.31642587105,0.23,74435.17,212195.31642587105
58,592,2,1,3,73333.9376078222,0.05,171210.34,73333.9376078222
52,592,3,1,3,4952.421284666739,0.12,79697.82,4952.421284666739
49,336,3,1,3,148506.8422777654,0.17,61445.97,148506.8422777654
45,301,1,1,1,40220.37961489831,0.09,78315.5,40220.37961489831
37,303,3,1,3,-54713.94065158728,0.27,29459.98,-32713.940651587283
53,273,2,1,3,281.81618905218767,0.34,58109.38,281.81618905218767
46,298,1,4,1,201475.91526571405,0.29,59888.65,214475.91526571405
45,329,1,2,1,-104887.1560454872,0.32,117276.64,-104887.1560454872
48,280,3,2,5,58345.29854614207,0.14,126087.31,58345.29854614207
47,551,1,1,1,114737.06528309688,0.21,52365.53,138737.06528309686
52,595,2,1,3,48743.37579913333,0.19,119678.9,48743.37579913333
48,607,2,1,3,51700.15828751308,0.27,102283.69,51700.15828751308
50,542,2,1,5,-378.0295161214288,0.25,86214.14,-378.0295161214288
62,584,2,1,3,-130118.8125321568,0.14,31946.73,-130118.8125321568
58,584,3,1,3,-176315.29609357772,0.01,24257.14,-176249.71584159246
63,588,1,1,1,53934.78024882829,0.22,117243.75,53934.78024882829
59,584,1,1,1,750569.6138214521,0.06,105555.73,750569.6138214521
60,625,1,1,1,24189.95489998782,0.08,19395.46,24189.95489998782
52,592,3,1,3,30984.3210016149,0.19,15546.82,46945.957926431605
48,336,1,1,1,-4283.735614518623,0.32,129241.36,-4283.735614518623
42,614,1,1,1,93089.1822132145,0.09,121070.86,93089.1822132145
57,585,1,1,1,-33881.47518892922,0.13,12415.82,-31651.638040062917
39,349,1,1,1,-62505.47357567406,0.31,133435.13,-62505.47357567406
46,353,3,1,3,113537.81966135482,0.13,34086.72,123747.68315532498
44,335,1,1,1,-56732.611481480526,0.01,22119.63,-53648.461082492795
42,351,1,1,1,162265.17112080255,0.19,28191.53,241102.73548219027
42,332,1,1,1,-178981.28307535278,0.28,46258.55,-144981.28307535278
61,564,1,1,1,-6616.678283634477,0.07,52574.41,-6616.678283634477
53,563,1,1,1,11589.693555190222,0.18,107318.61,11589.693555190222
45,405,1,4,1,-217873.14440075963,0.03,18898.39,-210668.31736701875
49,564,1,1,1,-5309.805286366209,0.31,30420.35,44690.19471363379
51,566,1,1,1,157591.98473193636,0.06,25807.21,167373.79317279017
59,551,1,1,1,-215135.8135287657,0.26,25068.58,-215135.8135287657
60,551,1,1,1,-72867.56200575491,0.17,21503.5,-72867.56200575491
39,312,1,1,1,-4288.818750990259,0.26,127766.82,-4288.818750990259
42,499,2,1,3,34693.649239100945,0.15,32195.48,49678.34402062453
61,564,1,1,1,19544.066866282177,0.22,33763.17,19544.066866282177
42,272,1,1,1,44567.31376630469,0.24,78755.32,44567.31376630469
63,588,3,1,2,-36528.87483457808,0.08,167043.18,-36528.87483457808
58,336,1,1,1,265082.8859569542,0.19,146807.5,265082.8859569542
56,592,1,1,1,92165.03453047796,0.2,14037.17,98111.69542062924
57,536,2,1,5,24775.92659116409,0.07,52478.87,24775.92659116409
47,592,2,1,3,136705.15998836042,0.24,44599.37,136705.15998836042
52,592,3,1,3,33970.87003446786,0.25,31258.4,40970.87003446786
45,560,2,1,5,-94439.28547395566,0.17,92732.49,-94439.28547395566
36,560,3,1,5,-8247.091137659738,0.15,97120.54,-8247.091137659738
55,316,1,1,1,17600.544332311234,0.33,165424.29,17600.544332311234
44,327,1,1,1,136724.26862285088,0.01,27542.9,140564.58810488015
60,584,1,1,1,98400.92856410348,0.06,21140.54,98400.92856410348
63,588,1,1,1,-151991.86047340962,0.08,31260.55,-151991.86047340962
46,630,3,1,3,-98578.7174738192,0.33,84826.33,-98578.7174738192
53,630,2,1,3,61753.13674421533,0.35,61093.44,61753.13674421533
49,263,1,3,1,36626.53606246175,0.32,66202.66,46626.53606246175
49,565,1,1,1,-139972.2450073606,0.08,72473.46,-139972.2450073606
40,286,3,1,3,116360.30790354108,0.18,152322.68,116360.30790354108
50,286,2,2,3,12983.47753157495,0,78141.18,12983.47753157495
36,569,3,1,5,-24378.8514729943,0.15,182043.76,-24378.8514729943
56,585,3,1,3,-29139.879449086155,0.24,12715.01,-22676.02503812875
46,286,1,1,1,-62355.16279987985,0.12,32115.74,-17939.011504158385
58,585,1,1,1,-206375.15638754136,0.22,21261.98,-203213.60765031137
39,303,1,1,1,140067.46474913476,0.28,59332.79,160067.46474913476
49,505,2,1,3,69114.06747788552,0,48487.08,69114.06747788552
60,497,3,1,5,4438.101883924978,0.22,198118.5,4438.101883924978
53,526,1,1,1,-96321.65980900776,0.3,9513.58,-83397.12709500777
39,301,1,1,1,75841.47222377094,0.21,36025.73,175841.47222377092
